stat,m,n,num_perm,a0.01,a0.02,a0.05,a0.1,a0.2
t3,1,1,10000,1.386,1.386,1.386,1.386,1.386
t3,1,2,10000,2.773,2.773,2.773,2.773,2.773
t3,1,3,10000,4.159,4.159,4.159,4.159,4.159
t3,1,4,10000,5.545,5.545,5.545,5.545,5.545
t3,1,5,10000,6.931,6.931,6.931,6.931,5.545
t3,1,6,10000,8.318,8.318,8.318,8.318,6.931
t3,1,7,10000,9.704,9.704,9.704,9.704,8.318
t3,1,8,10000,11.09,11.09,11.09,11.09,9.704
t3,1,9,10000,12.477,12.477,12.477,12.477,9.704
t3,1,10,10000,13.863,13.863,13.863,12.477,11.09
t3,1,11,10000,15.249,15.249,15.249,13.863,12.477
t3,1,12,10000,16.636,16.636,16.636,15.249,13.863
t3,1,13,10000,18.022,18.022,18.022,16.636,15.249
t3,1,14,10000,19.408,19.408,19.408,18.022,16.636
t3,1,15,10000,20.794,20.794,20.794,19.408,16.636
t3,1,16,10000,22.181,22.181,22.181,20.794,18.022
t3,1,17,10000,23.567,23.567,23.567,22.181,19.408
t3,1,18,10000,24.953,24.953,24.953,23.567,20.794
t3,1,19,10000,26.34,26.34,24.953,23.567,20.794
t3,1,20,10000,27.726,27.726,26.34,24.953,22.181
t3,1,21,10000,29.112,29.112,27.726,26.34,23.567
t3,1,22,10000,30.498,30.498,29.112,27.726,24.953
t3,1,23,10000,31.885,31.885,30.498,29.112,26.34
t3,1,24,10000,33.271,33.271,31.885,30.498,26.34
t3,1,25,10000,34.657,34.657,33.271,31.885,27.726
t3,1,26,10000,36.044,36.044,34.657,33.271,29.112
t3,1,27,10000,37.43,37.43,36.044,34.657,30.498
t3,1,28,10000,38.816,38.816,37.43,36.044,31.885
t3,1,29,10000,40.203,40.203,38.816,36.044,31.885
t3,1,30,10000,41.589,41.589,40.203,37.43,33.271
t3,1,31,10000,42.975,42.975,41.589,38.816,34.657
t3,1,32,10000,44.361,44.361,42.975,40.203,36.044
t3,1,33,10000,45.748,45.748,44.361,41.589,37.43
t3,1,34,10000,47.134,47.134,45.748,42.975,37.43
t3,1,35,10000,48.52,48.52,47.134,44.361,38.816
t3,1,36,10000,49.907,49.907,48.52,45.748,40.203
t3,1,37,10000,51.293,51.293,48.52,47.134,41.589
t3,1,38,10000,52.679,52.679,51.293,48.52,42.975
t3,1,39,10000,54.065,54.065,52.679,49.907,44.361
t3,1,40,10000,55.452,55.452,52.679,49.907,44.361
t3,1,41,10000,56.838,56.838,54.065,51.293,45.748
t3,1,42,10000,58.224,58.224,55.452,52.679,47.134
t3,1,43,10000,59.611,59.611,56.838,54.065,48.52
t3,1,44,10000,60.997,60.997,58.224,55.452,49.907
t3,1,45,10000,62.383,62.383,59.611,56.838,49.907
t3,1,46,10000,63.77,63.77,60.997,58.224,51.293
t3,1,47,10000,65.156,65.156,62.383,59.611,52.679
t3,1,48,10000,66.542,65.156,63.77,60.997,54.065
t3,1,49,10000,67.928,66.542,65.156,60.997,54.065
t3,1,50,10000,69.315,67.928,66.542,62.383,55.452
t3,1,51,10000,70.701,69.315,67.928,63.77,56.838
t3,1,52,10000,72.087,70.701,69.315,65.156,58.224
t3,1,53,10000,73.474,72.087,70.701,66.542,58.224
t3,1,54,10000,74.86,73.474,72.087,67.928,59.611
t3,1,55,10000,76.246,74.86,73.474,69.315,60.997
t3,1,56,10000,77.632,76.246,74.86,70.701,62.383
t3,1,57,10000,79.019,77.632,76.246,72.087,63.77
t3,1,58,10000,80.405,79.019,77.632,73.474,65.156
t3,1,59,10000,81.791,80.405,77.632,73.474,66.542
t3,1,60,10000,83.178,81.791,79.019,74.86,66.542
t3,1,61,10000,84.564,83.178,80.405,76.246,67.928
t3,1,62,10000,85.95,84.564,81.791,77.632,69.315
t3,1,63,10000,87.337,85.95,83.178,79.019,69.315
t3,1,64,10000,88.723,87.337,84.564,80.405,70.701
t3,1,65,10000,90.109,88.723,85.95,81.791,72.087
t3,1,66,10000,91.495,90.109,87.337,83.178,73.474
t3,1,67,10000,92.882,91.495,88.723,84.564,74.86
t3,1,68,10000,94.268,92.882,90.109,85.95,76.246
t3,1,69,10000,95.654,94.268,91.495,85.95,76.246
t3,1,70,10000,97.041,95.654,92.882,87.337,77.632
t3,1,71,10000,98.427,97.041,94.268,90.109,80.405
t3,1,72,10000,99.813,98.427,95.654,90.109,80.405
t3,1,73,10000,101.199,99.813,97.041,91.495,81.791
t3,1,74,10000,102.586,101.199,98.427,92.882,81.791
t3,1,75,10000,103.972,102.586,99.813,94.268,83.178
t3,1,76,10000,105.358,103.972,101.199,95.654,84.564
t3,1,77,10000,106.745,105.358,102.586,97.041,84.564
t3,1,78,10000,108.131,106.745,102.586,97.041,85.95
t3,1,79,10000,109.517,108.131,105.358,99.813,88.723
t3,1,80,10000,110.904,109.517,105.358,99.813,88.723
t3,1,81,10000,112.29,110.904,106.745,101.199,90.109
t3,1,82,10000,113.676,112.29,108.131,102.586,91.495
t3,1,83,10000,115.062,113.676,109.517,103.972,92.882
t3,1,84,10000,116.449,115.062,110.904,105.358,92.882
t3,1,85,10000,117.835,116.449,113.676,106.745,95.654
t3,1,86,10000,119.221,117.835,113.676,108.131,95.654
t3,1,87,10000,120.608,119.221,115.062,109.517,97.041
t3,1,88,10000,121.994,120.608,116.449,110.904,98.427
t3,1,89,10000,121.994,121.994,117.835,110.904,98.427
t3,1,90,10000,123.38,123.38,119.221,112.29,99.813
t3,1,91,10000,126.153,124.766,120.608,113.676,101.199
t3,1,92,10000,126.153,124.766,121.994,115.062,102.586
t3,1,93,10000,128.925,127.539,121.994,116.449,103.972
t3,1,94,10000,130.312,128.925,124.766,117.835,105.358
t3,1,95,10000,131.698,128.925,126.153,119.221,105.358
t3,1,96,10000,133.084,131.698,127.539,120.608,108.131
t3,1,97,10000,134.471,133.084,127.539,121.994,108.131
t3,1,98,10000,134.471,133.084,130.312,121.994,109.517
t3,1,99,10000,135.857,134.471,131.698,124.766,110.904
t3,1,100,10000,137.243,137.243,131.698,124.766,110.904
t3,1,101,10000,138.629,137.243,133.084,126.153,112.29
t3,1,102,10000,141.402,140.016,134.471,127.539,113.676
t3,1,103,10000,141.402,140.016,135.857,128.925,113.676
t3,1,104,10000,142.788,141.402,137.243,130.312,115.062
t3,1,105,10000,144.175,144.175,138.629,131.698,117.835
t3,1,106,10000,145.561,144.175,140.016,133.084,117.835
t3,1,107,10000,148.333,146.947,141.402,134.471,120.608
t3,1,108,10000,148.333,146.947,142.788,135.857,120.608
t3,1,109,10000,149.72,148.333,144.175,137.243,121.994
t3,1,110,10000,151.106,149.72,145.561,137.243,121.994
t3,1,111,10000,152.492,151.106,146.947,140.016,123.38
t3,1,112,10000,153.879,152.492,148.333,140.016,123.38
t3,1,113,10000,155.265,153.879,148.333,140.016,124.766
t3,1,114,10000,156.651,155.265,151.106,142.788,126.153
t3,1,115,10000,158.038,156.651,152.492,145.561,127.539
t3,1,116,10000,159.424,158.038,152.492,144.175,128.925
t3,1,117,10000,160.81,159.424,155.265,146.947,130.312
t3,1,118,10000,162.196,160.81,156.651,146.947,131.698
t3,1,119,10000,163.583,162.196,156.651,148.333,131.698
t3,1,120,10000,164.969,163.583,158.038,151.106,133.084
t3,1,121,10000,166.355,164.969,159.424,151.106,134.471
t3,2,1,10000,2.197,2.197,2.197,2.197,2.197
t3,2,2,10000,4.394,4.394,4.394,4.394,3.008
t3,2,3,10000,6.592,6.592,6.592,6.592,5.205
t3,2,4,10000,8.789,8.789,8.789,7.403,6.016
t3,2,5,10000,10.986,10.986,10.986,8.789,7.403
t3,2,6,10000,13.183,13.183,11.797,10.986,9.024
t3,2,7,10000,15.381,15.381,13.994,12.608,10.411
t3,2,8,10000,17.578,17.578,15.381,13.994,11.797
t3,2,9,10000,19.775,18.389,17.578,15.616,13.419
t3,2,10,10000,21.972,20.586,19.2,17.578,15.041
t3,2,11,10000,24.169,22.783,21.397,19.2,16.192
t3,2,12,10000,26.367,24.98,22.783,20.586,17.578
t3,2,13,10000,28.564,26.367,24.405,22.208,19.2
t3,2,14,10000,29.375,28.564,26.602,24.169,20.246
t3,2,15,10000,31.572,30.761,28.564,25.791,21.972
t3,2,16,10000,33.769,32.383,30.186,27.178,23.019
t3,2,17,10000,35.967,34.58,31.808,29.035,24.876
t3,2,18,10000,37.353,35.967,33.769,30.421,26.027
t3,2,19,10000,39.55,38.164,35.391,32.383,27.649
t3,2,20,10000,41.747,40.361,37.353,33.769,29.035
t3,2,21,10000,43.944,42.558,38.975,35.391,30.421
t3,2,22,10000,46.142,44.18,41.172,37.353,31.808
t3,2,23,10000,47.764,46.142,42.558,38.399,33.09
t3,2,24,10000,49.961,48.339,44.416,40.257,34.58
t3,2,25,10000,51.347,49.961,46.377,41.747,35.862
t3,2,26,10000,54.355,52.733,48.339,43.944,37.484
t3,2,27,10000,56.552,54.355,50.196,45.462,38.87
t3,2,28,10000,57.939,55.742,51.347,46.613,39.917
t3,2,29,10000,60.136,57.939,53.544,48.339,41.539
t3,2,30,10000,62.333,60.136,55.402,50.432,42.794
t3,2,31,10000,63.955,61.758,57.024,52.054,44.651
t3,2,32,10000,65.341,63.38,58.75,53.544,45.933
t3,2,33,10000,68.35,66.152,60.947,55.402,47.32
t3,2,34,10000,70.547,68.114,62.804,57.024,48.575
t3,2,35,10000,72.508,69.971,65.341,58.985,49.961
t3,2,36,10000,74.706,72.508,66.388,60.607,52.054
t3,2,37,10000,76.327,73.555,68.114,61.654,52.865
t3,2,38,10000,78.525,75.752,70.311,64.086,55.166
t3,2,39,10000,80.722,77.714,71.829,65.237,56.108
t3,2,40,10000,82.344,79.911,73.555,66.859,57.835
t3,2,41,10000,84.305,80.958,75.412,68.114,58.201
t3,2,42,10000,87.314,83.966,77.034,69.971,60.163
t3,2,43,10000,87.889,84.777,78.525,71.358,61.522
t3,2,44,10000,91.133,88.125,81.297,73.79,62.936
t3,2,45,10000,93.33,89.511,82.579,74.837,64.322
t3,2,46,10000,94.716,91.368,84.305,77.138,66.623
t3,2,47,10000,96.913,93.905,86.398,78.656,66.963
t3,2,48,10000,98.875,95.763,87.785,79.467,68.612
t3,2,49,10000,100.497,96.913,90.086,82.24,70.782
t3,2,50,10000,102.119,98.875,91.944,83.861,71.96
t3,2,51,10000,104.08,100.157,93.094,85.248,72.875
t3,2,52,10000,107.664,104.316,96.338,87.681,74.629
t3,2,53,10000,108.135,104.08,96.574,87.445,75.073
t3,2,54,10000,110.332,106.749,99.582,90.453,77.61
t3,2,55,10000,112.869,109.286,101.072,92.075,78.212
t3,2,56,10000,115.067,110.908,102.694,93.697,79.911
t3,2,57,10000,116.924,112.869,105.467,94.952,81.456
t3,2,58,10000,118.31,113.916,105.258,95.894,82.24
t3,2,59,10000,121.083,116.113,107.9,97.724,83.653
t3,2,60,10000,122.705,118.31,109.286,99.346,85.248
t3,2,61,10000,124.091,120.168,111.719,102.015,87.472
t3,2,62,10000,126.524,122.129,112.869,102.119,87.681
t3,2,63,10000,129.636,125.242,115.773,104.919,89.982
t3,2,64,10000,131.833,127.099,117.264,106.278,90.897
t3,2,65,10000,133.691,128.721,119.357,108.711,92.546
t3,2,66,10000,134.842,130.343,120.168,108.946,93.565
t3,2,67,10000,137.274,131.965,121.658,110.803,95.214
t3,2,68,10000,138.661,133.351,123.856,113.001,97.307
t3,2,69,10000,141.094,136.124,125.948,114.858,98.694
t3,2,70,10000,143.291,138.896,128.721,117.055,100.184
t3,2,71,10000,146.063,139.707,129.663,117.971,101.779
t3,2,72,10000,147.11,141.565,132.069,119.959,103.088
t3,2,73,10000,149.411,144.102,133.691,121.214,104.212
t3,2,74,10000,150.222,144.573,133.822,121.45,105.39
t3,2,75,10000,153.23,148.732,137.85,125.269,107.22
t3,2,76,10000,155.088,149.543,138.792,126.524,108.502
t3,2,77,10000,156.71,150.458,139.603,127.466,109.521
t3,2,78,10000,160.293,154.748,143.526,129.795,110.962
t3,2,79,10000,161.444,156.003,143.658,131.154,112.924
t3,2,80,10000,162.83,156.814,144.913,132.069,114.151
t3,2,81,10000,164.216,158.671,145.959,133.614,114.962
t3,2,82,10000,167.225,161.444,149.882,136.255,116.036
t3,2,83,10000,168.846,162.962,151.4,137.746,118.809
t3,2,84,10000,169.657,164.216,152.315,139.132,120.168
t3,2,85,10000,172.901,166.885,155.219,140.414,119.932
t3,2,86,10000,174.863,168.611,156.239,142.82,122.129
t3,2,87,10000,178.786,172.194,160.189,145.017,124.825
t3,2,88,10000,179.022,172.901,160.424,145.488,124.721
t3,2,89,10000,180.408,174.863,162.255,148.288,126.682
t3,2,90,10000,183.076,177.635,163.877,149.203,128.513
t3,2,91,10000,185.613,178.682,165.159,151.4,129.219
t3,2,92,10000,187.235,182.37,168.874,153.597,132.305
t3,2,93,10000,190.479,183.312,170.024,154.748,132.332
t3,2,94,10000,192.205,184.358,170.129,153.86,133.378
t3,2,95,10000,193.827,186.556,173.137,157.887,135.888
t3,2,96,10000,197.75,190.243,175.57,158.227,136.595
t3,2,97,10000,197.41,190.583,176.72,160.791,139.186
t3,2,98,10000,201.465,194.402,179.597,162.962,139.395
t3,2,99,10000,202.38,196.26,181.926,165.159,142.43
t3,2,100,10000,202.616,195.553,182.293,166.414,142.951
t3,2,101,10000,206.199,198.692,183.443,167.016,144.573
t3,2,102,10000,208.632,199.947,185.849,168.769,143.997
t3,2,103,10000,210.934,202.512,188.073,170.967,146.484
t3,2,104,10000,210.829,203.322,188.753,171.778,146.901
t3,2,105,10000,215.224,207.35,191.761,174.994,148.288
t3,2,106,10000,214.413,207.953,192.572,175.57,150.929
t3,2,107,10000,217.657,210.829,195.476,176.747,151.871
t3,2,108,10000,219.854,211.744,196.391,179.257,154.435
t3,2,109,10000,221.58,213.158,197.909,180.408,155.273
t3,2,110,10000,224.013,215.799,197.986,180.566,155.926
t3,2,111,10000,225.87,217.761,202.172,183.887,158.123
t3,2,112,10000,227.361,219.278,203.454,185.745,159.247
t3,2,113,10000,232.226,222.391,206.199,187.158,160.139
t3,2,114,10000,232.226,224.144,207.142,188.753,162.413
t3,3,1,10000,2.773,2.773,2.773,2.773,2.773
t3,3,2,10000,5.545,5.545,5.545,4.159,3.348
t3,3,3,10000,8.318,8.318,6.931,6.121,5.545
t3,3,4,10000,11.09,11.09,9.704,8.318,6.931
t3,3,5,10000,13.863,12.477,11.666,10.279,8.318
t3,3,6,10000,16.636,15.249,13.863,12.241,10.279
t3,3,7,10000,18.022,17.211,15.249,13.863,11.666
t3,3,8,10000,20.794,19.408,17.786,15.825,13.627
t3,3,9,10000,22.756,22.181,19.408,17.786,15.014
t3,3,10,10000,25.529,24.142,21.945,19.408,16.636
t3,3,11,10000,27.726,26.34,23.907,21.37,18.022
t3,3,12,10000,30.498,28.301,25.529,23.331,19.748
t3,3,13,10000,32.46,31.074,27.726,24.953,21.37
t3,3,14,10000,34.657,33.271,30.263,26.915,23.331
t3,3,15,10000,37.194,34.997,31.885,28.641,24.482
t3,3,16,10000,39.392,37.43,34.186,30.603,26.34
t3,3,17,10000,41.589,39.967,36.044,32.225,27.726
t3,3,18,10000,44.361,41.589,38.005,34.186,29.112
t3,3,19,10000,46.898,44.361,40.203,35.808,30.603
t3,3,20,10000,49.096,46.898,42.164,37.874,32.564
t3,3,21,10000,51.293,49.096,44.466,40.071,33.951
t3,3,22,10000,53.255,50.482,45.852,41.353,35.573
t3,3,23,10000,55.452,52.444,47.474,42.74,36.619
t3,3,24,10000,58.224,54.981,49.907,44.701,38.581
t3,3,25,10000,60.761,57.178,51.868,46.767,39.967
t3,3,26,10000,62.383,59.375,53.934,48.625,41.797
t3,3,27,10000,64.92,61.572,55.452,50.246,43.419
t3,3,28,10000,67.928,64.685,58.8,52.679,45.145
t3,3,29,10000,69.89,66.307,60.055,54.065,46.767
t3,3,30,10000,72.663,68.504,62.383,56.027,48.389
t3,3,31,10000,74.624,71.041,64.449,58.093,49.907
t3,3,32,10000,76.586,73.474,66.882,59.715,51.397
t3,3,33,10000,79.594,75.2,68.504,62.016,53.83
t3,3,34,10000,81.32,77.972,70.57,63.77,55.189
t3,3,35,10000,83.517,79.359,72.531,65.26,56.367
t3,3,36,10000,86.526,81.896,74.493,66.646,57.989
t3,3,37,10000,88.252,84.328,76.822,69.288,59.244
t3,3,38,10000,91.835,87.101,79.019,71.014,61.441
t3,3,39,10000,94.032,88.487,79.594,72.087,62.592
t3,3,40,10000,95.759,91.26,83.046,74.389,63.978
t3,3,41,10000,97.616,92.882,84.433,76.115,65.6
t3,3,42,10000,100.389,94.948,86.054,77.632,67.117
t3,3,43,10000,103.501,97.38,88.723,80.274,68.504
t3,3,44,10000,104.547,99.813,90.213,81.764,70.701
t3,3,45,10000,107.32,101.775,93.561,83.857,72.087
t3,3,46,10000,110.093,104.312,94.372,85.008,73.238
t3,3,47,10000,112.054,106.745,97.041,87.676,75.435
t3,3,48,10000,114.356,108.706,99.786,89.402,76.69
t3,3,49,10000,116.789,111.008,101.172,91.364,78.887
t3,3,50,10000,119.561,113.78,102.69,92.619,79.463
t3,3,51,10000,122.334,115.638,104.991,94.816,82.235
t3,3,52,10000,123.824,117.599,106.849,96.334,83.046
t3,3,53,10000,125.682,119.561,108.471,98.4,85.244
t3,3,54,10000,127.983,121.863,110.772,99.813,85.583
t3,3,55,10000,130.887,124.06,112.394,100.964,87.441
t3,3,56,10000,132.849,125.446,114.252,102.898,89.375
t3,3,57,10000,134.575,128.114,115.402,105.096,90.318
t3,3,58,10000,136.301,130.312,119.326,107.528,92.411
t3,3,59,10000,139.205,132.273,120.608,109.123,94.137
t3,3,60,10000,142.317,134.235,123.249,110.904,95.994
t3,3,61,10000,143.364,136.772,123.589,112.159,96.515
t3,3,62,10000,147.287,139.649,126.832,113.885,98.191
t3,3,63,10000,150.399,141.402,128.69,116.997,101.277
t3,3,64,10000,151.21,144.043,130.887,117.939,102.088
t3,3,65,10000,155.265,146.136,132.849,119.797,103.161
t3,3,66,10000,157.095,149.457,135.961,122.542,105.331
t3,3,67,10000,158.821,150.739,136.876,124.033,106.586
t3,3,68,10000,161.386,153.643,139.78,125.655,107.764
t3,3,69,10000,161.83,154.558,140.8,127.172,110.432
t3,3,70,10000,167.506,158.377,144.148,129.605,111.348
t3,3,71,10000,165.753,157.906,144.148,130.991,113.413
t3,3,72,10000,170.514,162.876,147.627,133.293,115.062
t3,3,73,10000,172.005,163.347,148.202,133.868,115.742
t3,3,74,10000,174.202,166.799,152.936,137.583,119.221
t3,3,75,10000,179.512,170.279,154.087,138.602,118.986
t3,3,76,10000,177.89,170.279,154.663,139.989,120.658
t3,3,77,10000,183.775,174.673,157.879,142.761,123.013
t3,3,78,10000,184.821,175.797,158.926,143.232,123.956
t3,3,79,10000,189.922,180.322,164.367,147.287,126.438
t3,3,80,10000,188.536,179.145,162.772,146.947,126.728
t3,3,81,10000,192.668,182.18,165.544,150.06,128.74
t3,3,82,10000,193.035,182.86,166.876,151.079,129.813
t3,3,83,10000,193.95,185.292,169.703,152.936,132.038
t3,3,84,10000,198.553,189.084,171.506,155.786,134.652
t3,3,85,10000,200.777,188.405,172.684,156.18,135.386
t3,3,86,10000,204.361,194.996,176.739,159.424,136.772
t3,3,87,10000,204.7,194.865,178.361,161.358,139.151
t3,3,88,10000,208.52,196.854,179.407,161.594,140.406
t3,3,89,10000,209.539,199.626,181.682,165.073,142.082
t3,3,90,10000,212.207,201.692,183.304,165.413,143.074
t3,3,91,10000,214.404,204.909,185.605,167.923,145.167
t3,3,92,10000,216.131,207.106,188.536,169.205,145.901
t3,3,93,10000,218.563,207.709,190.498,171.901,148.592
t3,3,94,10000,220.761,209.67,191.046,172.082,147.967
t3,3,95,10000,224.919,213.489,193.846,174.75,150.871
t3,3,96,10000,224.448,214.273,195.205,177.183,153.589
t3,3,97,10000,228.503,215.659,197.533,178.361,154.531
t3,3,98,10000,232.087,219.95,200.175,180.218,155.419
t3,3,99,10000,234.388,222.826,200.986,183.67,159.238
t3,3,100,10000,234.859,222.799,202.947,183.304,158.613
t3,3,101,10000,237.736,225.73,204.986,185.292,159.868
t3,3,102,10000,239.802,228.136,208.126,188.822,162.926
t3,3,103,10000,242.366,230.7,210.01,189.687,163.293
t3,3,104,10000,245.347,232.662,211.709,189.895,165.15
t3,3,105,10000,248.224,236.35,214.926,194.054,168.104
t3,3,106,10000,249.166,236.35,215.084,194.525,168.838
t3,3,107,10000,249.741,238.049,216.416,195.726,170.383
t3,3,108,10000,255.078,243.385,221.205,198.109,170.696
t3,3,109,10000,255.993,244.772,222.958,201.117,174.515
t3,3,110,10000,258.426,245.347,223.402,202.318,173.912
t3,3,111,10000,260.623,248.328,226.646,205.616,177.391
t3,3,112,10000,263.265,250.108,227.928,206.241,176.997
t3,3,113,10000,266.717,252.278,227.692,206.608,179.013
t3,3,114,10000,271.478,257.928,233.55,210.246,182.307
t3,3,115,10000,269.385,255.051,233.446,210.191,182.153
t3,4,1,10000,3.219,3.219,3.219,3.219,1.833
t3,4,2,10000,6.438,6.438,6.438,5.051,4.241
t3,4,3,10000,9.657,9.657,8.27,6.884,5.498
t3,4,4,10000,12.876,11.489,10.103,9.292,7.459
t3,4,5,10000,14.708,13.897,12.511,11.125,9.292
t3,4,6,10000,17.116,16.541,14.708,12.957,10.995
t3,4,7,10000,19.76,18.373,16.541,14.79,12.593
t3,4,8,10000,22.978,21.357,18.949,16.987,14.425
t3,4,9,10000,25.386,23.425,21.227,18.82,16.047
t3,4,10,10000,27.794,25.833,23.425,20.781,17.644
t3,4,11,10000,29.862,28.241,25.386,22.695,19.477
t3,4,12,10000,32.846,30.802,27.536,24.764,21.18
t3,4,13,10000,34.914,32.846,29.498,26.644,23.013
t3,4,14,10000,37.322,35.489,32.116,28.687,24.61
t3,4,15,10000,40.305,38.108,34.42,30.73,26.465
t3,4,16,10000,42.373,40.094,36.121,32.198,27.829
t3,4,17,10000,45.064,42.584,38.19,34.371,29.815
t3,4,18,10000,47.425,44.781,40.541,36.3,31.494
t3,4,19,10000,50.197,47.343,42.713,38.579,33.455
t3,4,20,10000,53.287,49.622,44.734,40.339,34.819
t3,4,21,10000,55.12,52.395,47.189,42.326,36.463
t3,4,22,10000,57.632,54.755,49.443,44.449,38.246
t3,4,23,10000,60.275,56.952,51.219,46.038,39.95
t3,4,24,10000,63.073,59.571,53.45,48.163,41.889
t3,4,25,10000,65.327,61.768,55.519,49.996,43.429
t3,4,26,10000,67.995,63.965,57.609,51.7,44.875
t3,4,27,10000,70.614,66.267,59.442,53.473,46.259
t3,4,28,10000,73.151,69.017,62.18,55.858,48.374
t3,4,29,10000,74.644,70.249,63.633,57.197,49.785
t3,4,30,10000,77.734,73.679,66.562,59.288,51.489
t3,4,31,10000,80.506,75.948,68.476,61.567,53.321
t3,4,32,10000,83.36,78.626,70.648,63.472,55.211
t3,4,33,10000,84.171,79.541,71.717,64.858,56.733
t3,4,34,10000,87.836,82.889,74.361,67.008,58.33
t3,4,35,10000,90.081,84.348,76.617,68.897,59.451
t3,4,36,10000,93.121,88.176,79.623,71.248,61.626
t3,4,37,10000,96.576,90.056,80.952,72.562,62.987
t3,4,38,10000,97.833,92.394,84.042,75.888,65.792
t3,4,39,10000,101.545,95.482,85.193,77.004,66.734
t3,4,40,10000,103.566,97.079,88.106,78.812,68.12
t3,4,41,10000,105.575,100.231,90.251,80.987,70.42
t3,4,42,10000,108.511,102.545,91.615,82.407,71.736
t3,4,43,10000,110.239,104.588,94.626,84.922,73.616
t3,4,44,10000,113.458,106.867,96.223,87.035,75.557
t3,4,45,10000,116.417,109.687,98.209,88.249,76.579
t3,4,46,10000,118.557,111.789,100.769,90.383,79.129
t3,4,47,10000,119.896,113.399,103.566,93.271,80.736
t3,4,48,10000,122.173,115.42,104.751,93.79,81.759
t3,4,49,10000,124.583,117.461,105.503,95.233,82.967
t3,4,50,10000,127.437,119.717,108.733,98.798,86.179
t3,4,51,10000,129.763,123.407,111.755,100.565,87.683
t3,4,52,10000,134.686,126.391,114.831,102.93,88.956
t3,4,53,10000,135.274,128.4,114.936,104.047,90.61
t3,4,54,10000,137.553,130.55,116.97,106.054,92.388
t3,4,55,10000,139.703,131.993,120.902,108.428,94.585
t3,4,56,10000,143.661,135.529,122.214,109.574,95.437
t3,4,57,10000,143.271,135.626,122.902,111.094,96.921
t3,4,58,10000,148.583,139.889,126.633,114.03,99.344
t3,4,59,10000,151.8,142.671,127.999,115.241,100.693
t3,4,60,10000,153.154,143.321,129.257,116.922,102.489
t3,4,61,10000,156.149,148.325,134.097,120.128,103.963
t3,4,62,10000,158.124,149.634,136.079,122.556,105.891
t3,4,63,10000,158.557,150.651,136.809,123.17,106.992
t3,4,64,10000,164.335,154.48,138.043,125.784,109.286
t3,4,65,10000,163.622,155.102,141.271,128.426,111.751
t3,4,66,10000,168.424,159.026,143.26,128.978,112.207
t3,4,67,10000,171.493,161.046,144.88,130.441,113.908
t3,4,68,10000,173.029,162.587,147.759,133.343,116.023
t3,4,69,10000,173.838,164.548,149.612,135.196,117.623
t3,4,70,10000,177.729,167.579,151.777,137.09,119.736
t3,4,71,10000,179.1,169.208,153.173,138.109,120.822
t3,4,72,10000,181.993,172.395,155.943,140.27,122.328
t3,4,73,10000,186.064,174.239,157.698,142.714,124.824
t3,4,74,10000,185.927,176.377,159.305,143.389,124.965
t3,4,75,10000,191.463,179.913,163.513,147.054,128.537
t3,4,76,10000,194.49,181.356,165.454,150.378,129.744
t3,4,77,10000,196.372,185.81,166.463,150.706,132.207
t3,4,78,10000,196.536,186.138,168.891,152.564,132.895
t3,4,79,10000,197.206,186.467,169.775,153.3,134.627
t3,4,80,10000,202.235,191.353,173.743,157.896,136.662
t3,4,81,10000,206.804,196.146,176.949,160.281,138.429
t3,4,82,10000,210.163,197.166,177.492,160.601,139.466
t3,4,83,10000,212.081,197.084,178.829,161.72,140.578
t3,4,84,10000,210.956,199.168,180.211,162.621,142.423
t3,4,85,10000,215.403,202.326,183.59,165.489,145.043
t3,4,86,10000,216.868,205.23,185.821,166.928,145.689
t3,4,87,10000,218.912,206.797,187.888,170.373,147.929
t3,4,88,10000,221.419,206.87,190.144,170.808,149.694
t3,4,89,10000,226.869,214.51,192.648,174.201,151.103
t3,4,90,10000,228.21,215.849,195.558,176.197,153.518
t3,4,91,10000,230.451,216.746,196.278,178.299,155.239
t3,4,92,10000,237.146,223.048,200.446,180.252,156.992
t3,4,93,10000,234.424,223.544,201.066,181.031,158.051
t3,4,94,10000,236.263,223.836,202.922,183.991,160.316
t3,4,95,10000,239.828,227.304,204.768,185.072,161.604
t3,4,96,10000,240.27,228.892,207.303,187.208,163.109
t3,4,97,10000,244.9,232.179,207.364,187.745,163.451
t3,4,98,10000,245.29,232.321,210.44,190.178,166.926
t3,4,99,10000,249.977,236.136,213.768,193.098,168.553
t3,4,100,10000,251.87,239.921,217.034,195.178,170.378
t3,4,101,10000,257.037,239.677,218.411,196.745,172.895
t3,4,102,10000,261.02,246.529,221.639,199.929,173.403
t3,4,103,10000,258.389,245.784,221.737,200.782,174.476
t3,4,104,10000,262.558,247.608,224.036,202.381,175.235
t3,4,105,10000,266.61,252.969,226.852,204.145,178.417
t3,4,106,10000,267.059,253.024,228.92,207.353,181.14
t3,4,107,10000,271.906,254.428,231.47,209.347,182.092
t3,4,108,10000,273.209,259.067,233.244,210.347,183.057
t3,4,109,10000,273.073,258.316,232.866,210.501,184.533
t3,4,110,10000,278.85,263.233,239.201,215.304,187.242
t3,4,111,10000,278.455,264.177,238.198,215.681,188.671
t3,4,112,10000,284.08,269.243,243.018,218.632,190.062
t3,4,113,10000,282.26,267.797,244.337,220.283,191.975
t3,4,114,10000,288.66,270.192,245.893,222.252,192.713
t3,4,115,10000,287.847,272.047,246.532,224.626,196.364
