stat,m,n,num_perm,a0.01,a0.02,a0.05,a0.1,a0.2
t3,49,187,10000,3711070,3682622,3642296,3606142,3559628
t3,49,188,10000,3759228,3730718,3689602,3655188,3608886
t3,49,189,10000,3804846,3778570,3738526,3704030,3659010
t3,49,190,10000,3864710,3834640,3793070,3755056,3708436
t3,49,191,10000,3907252,3881220,3841234,3802500,3755222
t3,49,192,10000,3960978,3937842,3894614,3856132,3808396
t3,49,193,10000,4014818,3985758,3941668,3905730,3855780
t3,49,194,10000,4070152,4040452,3994336,3956274,3911300
t3,49,195,10000,4127250,4093746,4051830,4012364,3964644
t3,49,196,10000,4179120,4152490,4108242,4067700,4020366
t3,49,197,10000,4237096,4204748,4162360,4122306,4072794
t3,49,198,10000,4286262,4257436,4212546,4171348,4121586
t3,49,199,10000,4336562,4310146,4268956,4228344,4177672
t3,49,200,10000,4402456,4371418,4322160,4281146,4231138
t3,50,1,10000,2550,2550,2352,2162,1640
t3,50,2,10000,4632,4422,3876,3312,2736
t3,50,3,10000,6440,5958,5292,4764,4058
t3,50,4,10000,8000,7534,6832,6172,5332
t3,50,5,10000,9640,9184,8322,7596,6656
t3,50,6,10000,11628,10992,9986,9144,8168
t3,50,7,10000,13300,12670,11632,10726,9624
t3,50,8,10000,15384,14686,13606,12470,11206
t3,50,9,10000,17380,16662,15462,14246,12898
t3,50,10,10000,19534,18622,17252,16070,14576
t3,50,11,10000,21728,20892,19352,18114,16546
t3,50,12,10000,24182,23108,21358,20060,18406
t3,50,13,10000,25846,24942,23434,22048,20370
t3,50,14,10000,28640,27468,25876,24358,22522
t3,50,15,10000,31580,30352,28366,26660,24698
t3,50,16,10000,34140,32884,31014,29288,27204
t3,50,17,10000,36754,35582,33366,31646,29452
t3,50,18,10000,39956,38372,36094,34302,32016
t3,50,19,10000,42986,41258,39032,37056,34624
t3,50,20,10000,45750,44292,41866,39914,37410
t3,50,21,10000,48964,47432,45074,42816,40256
t3,50,22,10000,52522,50680,47988,45850,43104
t3,50,23,10000,55442,53742,51356,49040,46204
t3,50,24,10000,59486,57520,54806,52390,49436
t3,50,25,10000,62734,61098,58376,55784,52712
t3,50,26,10000,66766,64850,61950,59376,55962
t3,50,27,10000,70902,68782,65860,63084,59776
t3,50,28,10000,74510,72448,69700,66810,63104
t3,50,29,10000,78568,76472,73078,70372,66884
t3,50,30,10000,83854,81642,77766,74700,71030
t3,50,31,10000,87882,85216,81908,78912,75158
t3,50,32,10000,92800,90246,86606,83450,79358
t3,50,33,10000,96710,94424,90764,87764,83808
t3,50,34,10000,102044,99502,95344,91814,88076
t3,50,35,10000,107168,104558,100424,96940,92670
t3,50,36,10000,112378,109822,105908,102030,97192
t3,50,37,10000,118088,114898,110722,106878,102076
t3,50,38,10000,123336,120360,115858,111932,107012
t3,50,39,10000,129108,126046,121214,117436,112830
t3,50,40,10000,135176,131520,127302,122970,117744
t3,50,41,10000,141168,137544,132828,128290,123282
t3,50,42,10000,147708,144614,139260,134610,128854
t3,50,43,10000,152420,149012,144426,140094,134480
t3,50,44,10000,159926,156170,150536,145954,140310
t3,50,45,10000,164700,161352,156852,152098,146458
t3,50,46,10000,173056,168614,163586,158688,152598
t3,50,47,10000,179728,176238,170556,165422,159670
t3,50,48,10000,186920,182908,177098,172206,165488
t3,50,49,10000,192958,189988,184358,179180,172612
t3,50,50,10000,201006,196940,191038,185994,179410
t3,50,51,10000,210192,205596,199082,193658,186604
t3,50,52,10000,216808,212136,205794,200060,193182
t3,50,53,10000,224410,221072,214416,208408,201210
t3,50,54,10000,232696,228994,222278,216408,208726
t3,50,55,10000,241522,237080,229900,223772,216322
t3,50,56,10000,249952,244894,238132,231844,224322
t3,50,57,10000,257214,253230,246712,240430,232534
t3,50,58,10000,267884,262496,255274,248706,240824
t3,50,59,10000,277188,272020,263916,257432,249656
t3,50,60,10000,285570,280022,272754,266228,257912
t3,50,61,10000,294476,289568,281516,274426,266290
t3,50,62,10000,306840,300732,291692,285096,275930
t3,50,63,10000,315648,309266,301118,293754,285110
t3,50,64,10000,325088,319868,311594,303904,294948
t3,50,65,10000,335344,329810,321896,314088,304128
t3,50,66,10000,345634,340220,331720,323840,314346
t3,50,67,10000,357406,351796,341590,333628,324042
t3,50,68,10000,367974,361922,352066,344306,334278
t3,50,69,10000,378520,372982,362882,354552,344702
t3,50,70,10000,390632,384042,374964,366874,356242
t3,50,71,10000,401118,395478,385510,377288,366686
t3,50,72,10000,413086,407564,397864,388512,377458
t3,50,73,10000,424052,417514,407424,398966,388584
t3,50,74,10000,437612,430688,420448,411364,400676
t3,50,75,10000,450044,442734,432906,423554,412244
t3,50,76,10000,460632,454158,444614,435604,424128
t3,50,77,10000,477736,469298,457134,447718,436006
t3,50,78,10000,488612,481142,470438,459968,448570
t3,50,79,10000,501638,494794,484060,474022,461806
t3,50,80,10000,514414,508030,496488,486410,473658
t3,50,81,10000,528310,521058,510094,500036,487204
t3,50,82,10000,542364,534386,523094,513150,500544
t3,50,83,10000,557220,549306,536826,526784,513944
t3,50,84,10000,571960,563328,550800,540226,527432
t3,50,85,10000,585394,578476,566522,556060,542842
t3,50,86,10000,602438,594070,581200,570602,556762
t3,50,87,10000,617246,608922,595918,584748,571474
t3,50,88,10000,630990,623324,610970,599784,585980
t3,50,89,10000,648422,640348,627216,616174,601514
t3,50,90,10000,664776,655444,642474,630852,615864
t3,50,91,10000,679484,672030,657894,645656,630454
t3,50,92,10000,695110,686908,673664,662206,647172
t3,50,93,10000,711996,704554,691790,678454,662906
t3,50,94,10000,730764,721394,707522,694980,679952
t3,50,95,10000,747622,738456,724486,711312,695926
t3,50,96,10000,767750,756858,742462,728674,713438
t3,50,97,10000,784336,774104,759642,745950,729766
t3,50,98,10000,799104,791210,776948,762572,746942
t3,50,99,10000,818308,807990,794298,780620,765186
t3,50,100,10000,839116,828544,812700,799010,782064
t3,50,101,10000,856570,846052,830374,816048,799288
t3,50,102,10000,877752,867184,850730,836636,818812
t3,50,103,10000,897090,887412,869934,857116,838868
t3,50,104,10000,916486,907218,890376,875562,857424
t3,50,105,10000,937240,926964,908886,894402,876338
t3,50,106,10000,957668,945978,929232,914176,896170
t3,50,107,10000,976336,965784,949082,934090,915080
t3,50,108,10000,999582,986388,970078,954024,935338
t3,50,109,10000,1018144,1006044,988488,973580,955266
t3,50,110,10000,1040558,1028490,1012442,997208,976530
t3,50,111,10000,1063218,1051172,1033942,1018380,998086
t3,50,112,10000,1084262,1073388,1055380,1038060,1018368
t3,50,113,10000,1107840,1095644,1077218,1060656,1040600
t3,50,114,10000,1130298,1117848,1098678,1082394,1062520
t3,50,115,10000,1152566,1139654,1121410,1105534,1083454
t3,50,116,10000,1176514,1163976,1143806,1126808,1106660
t3,50,117,10000,1205754,1189590,1169078,1152762,1130258
t3,50,118,10000,1221382,1209700,1192818,1175514,1152710
t3,50,119,10000,1247730,1235774,1214896,1196756,1175972
t3,50,120,10000,1273900,1259838,1241222,1222066,1199230
t3,50,121,10000,1298132,1285188,1264638,1245706,1222582
t3,50,122,10000,1323946,1310294,1288080,1269708,1247836
t3,50,123,10000,1346796,1333736,1313420,1295678,1272334
t3,50,124,10000,1374192,1360824,1338964,1321094,1296462
t3,50,125,10000,1402420,1387360,1364908,1345870,1322350
t3,50,126,10000,1427296,1413272,1392900,1373442,1348430
t3,50,127,10000,1454682,1441150,1418518,1398586,1374850
t3,50,128,10000,1485188,1467256,1446016,1425030,1399806
t3,50,129,10000,1508706,1492890,1471234,1451348,1426492
t3,50,130,10000,1534928,1521160,1497900,1477734,1453240
t3,50,131,10000,1565286,1550244,1526502,1505652,1480230
t3,50,132,10000,1589596,1575362,1553356,1531770,1506648
t3,50,133,10000,1624708,1607758,1585240,1563562,1536876
t3,50,134,10000,1652524,1636620,1613030,1590156,1563658
t3,50,135,10000,1684012,1666790,1640960,1619910,1592930
t3,50,136,10000,1708458,1692064,1668402,1647352,1621312
t3,50,137,10000,1743112,1727550,1699468,1677768,1650880
t3,50,138,10000,1775948,1756728,1731018,1706752,1679726
t3,50,139,10000,1806754,1786384,1759986,1736022,1709724
t3,50,140,10000,1832716,1817534,1790482,1767936,1739872
t3,50,141,10000,1867520,1849766,1823246,1799054,1770240
t3,50,142,10000,1897332,1878988,1853448,1830966,1801056
t3,50,143,10000,1927158,1911024,1884840,1862292,1832844
t3,50,144,10000,1961450,1943160,1916086,1892282,1862260
t3,50,145,10000,1994304,1976844,1949348,1926306,1897550
t3,50,146,10000,2031034,2010894,1984186,1959336,1927278
t3,50,147,10000,2066382,2044572,2017586,1992264,1961726
t3,50,148,10000,2094840,2077924,2049798,2023992,1994364
t3,50,149,10000,2126086,2109752,2082254,2059608,2028954
t3,50,150,10000,2169544,2148988,2119668,2093074,2061564
t3,50,151,10000,2202946,2182554,2154046,2127244,2095428
t3,50,152,10000,2236806,2217888,2189828,2163246,2131180
t3,50,153,10000,2272386,2253250,2225456,2199720,2164830
t3,50,154,10000,2307456,2288886,2260532,2232998,2199146
t3,50,155,10000,2346946,2329324,2297038,2269708,2237330
t3,50,156,10000,2384736,2363394,2333072,2306570,2272388
t3,50,157,10000,2424574,2404468,2371262,2342384,2309662
t3,50,158,10000,2459442,2439318,2408766,2380916,2344716
t3,50,159,10000,2493004,2473160,2443408,2416566,2381376
t3,50,160,10000,2540282,2515320,2485138,2455220,2421412
t3,50,161,10000,2577682,2555672,2524364,2493936,2457242
t3,50,162,10000,2623916,2600366,2565254,2535144,2500010
t3,50,163,10000,2654110,2634996,2600930,2573722,2537986
t3,50,164,10000,2693674,2671526,2638648,2608766,2574444
t3,50,165,10000,2734604,2714316,2678842,2650308,2613902
t3,50,166,10000,2772898,2754024,2721380,2689486,2652930
t3,50,167,10000,2828522,2803302,2764446,2732284,2694938
t3,50,168,10000,2858840,2838524,2804372,2773450,2734836
t3,50,169,10000,2899852,2877406,2843888,2816056,2778766
t3,50,170,10000,2949272,2926014,2891512,2858900,2819746
t3,50,171,10000,2990594,2966690,2932900,2899208,2861060
t3,50,172,10000,3034734,3012608,2975438,2943260,2903828
t3,50,173,10000,3079144,3054472,3020158,2987568,2947246
t3,50,174,10000,3121752,3098252,3060910,3029302,2989936
t3,50,175,10000,3165306,3140938,3107148,3074422,3034082
t3,50,176,10000,3217250,3190506,3154998,3121386,3079296
t3,50,177,10000,3261232,3234766,3196328,3160914,3121386
t3,50,178,10000,3302974,3278278,3240694,3208388,3167486
t3,50,179,10000,3353874,3326426,3288560,3254160,3211108
t3,50,180,10000,3400002,3374860,3335686,3300316,3257054
t3,50,181,10000,3448356,3422476,3380066,3345930,3304652
t3,50,182,10000,3487684,3463598,3426336,3393268,3349700
t3,50,183,10000,3535510,3512744,3474986,3440658,3398520
t3,50,184,10000,3590102,3564020,3524212,3486106,3445028
t3,50,185,10000,3640588,3612756,3575350,3538266,3494446
t3,50,186,10000,3693438,3666194,3627736,3587980,3541684
t3,50,187,10000,3746080,3716698,3673832,3635832,3591136
t3,50,188,10000,3793738,3766744,3725698,3683742,3640532
t3,50,189,10000,3845190,3820184,3775672,3735660,3689842
t3,50,190,10000,3893978,3865366,3822726,3783568,3738074
t3,50,191,10000,3946916,3917506,3876702,3836402,3789356
t3,50,192,10000,3991162,3967066,3924070,3888326,3841836
t3,50,193,10000,4049266,4020630,3977290,3938838,3893098
t3,50,194,10000,4103086,4075856,4032378,3992532,3943398
t3,50,195,10000,4166228,4133346,4084722,4046128,3998182
t3,50,196,10000,4215542,4183572,4140836,4100048,4051266
t3,50,197,10000,4267722,4241686,4194774,4154534,4102952
t3,50,198,10000,4327220,4297992,4250456,4210572,4160824
t3,50,199,10000,4377330,4348982,4304066,4262368,4213204
t3,50,200,10000,4437024,4404328,4359456,4316028,4265892
t3,51,1,10000,2652,2652,2450,2162,1722
t3,51,2,10000,4814,4530,4010,3462,2862
t3,51,3,10000,6612,6224,5522,4948,4206
t3,51,4,10000,8444,7894,7110,6410,5552
t3,51,5,10000,10172,9658,8726,7862,6910
t3,51,6,10000,12118,11402,10326,9454,8398
t3,51,7,10000,13998,13254,12130,11184,9992
t3,51,8,10000,15786,15002,13894,12778,11524
t3,51,9,10000,18038,17152,15820,14632,13244
t3,51,10,10000,20218,19230,17848,16670,15170
t3,51,11,10000,22210,21256,19848,18596,17000
t3,51,12,10000,24624,23558,22150,20734,19052
t3,51,13,10000,27150,25982,24344,22886,21106
t3,51,14,10000,29636,28668,26796,25126,23350
t3,51,15,10000,32656,31304,29348,27610,25554
t3,51,16,10000,35022,33792,31932,29962,27924
t3,51,17,10000,38190,36796,34556,32750,30442
t3,51,18,10000,41074,39588,37270,35414,32994
t3,51,19,10000,43842,42258,40054,38026,35640
t3,51,20,10000,47200,45612,43098,41076,38330
t3,51,21,10000,50006,48574,46020,44000,41398
t3,51,22,10000,53360,51878,49544,47306,44436
t3,51,23,10000,57654,55818,53004,50440,47682
t3,51,24,10000,61148,59098,56124,53746,50776
t3,51,25,10000,64860,62666,59664,57182,54130
t3,51,26,10000,68752,66390,63456,60734,57374
t3,51,27,10000,72736,70396,67234,64504,61078
t3,51,28,10000,76598,74692,71380,68364,64944
t3,51,29,10000,81028,78730,75324,72240,68800
t3,51,30,10000,85226,82946,79468,76488,72690
t3,51,31,10000,90102,87874,83926,80644,76844
t3,51,32,10000,94662,92308,88498,85232,81264
t3,51,33,10000,99978,97316,93160,89774,85482
t3,51,34,10000,104650,102206,98346,94770,90510
t3,51,35,10000,108698,106496,102564,99104,94608
t3,51,36,10000,115188,112446,108146,104608,99836
t3,51,37,10000,120598,117464,113120,109084,104564
t3,51,38,10000,126306,123380,118620,114408,109574
t3,51,39,10000,132148,129128,124272,120390,115206
t3,51,40,10000,138142,134510,130148,125524,120378
t3,51,41,10000,143660,140426,135474,131298,126046
t3,51,42,10000,150178,146834,141494,137238,131660
t3,51,43,10000,156766,153236,148072,143396,137694
t3,51,44,10000,161714,158436,153914,149100,143550
t3,51,45,10000,169508,165794,160278,155570,149682
t3,51,46,10000,177038,173350,167434,162168,155914
t3,51,47,10000,183126,180096,174410,168988,162488
t3,51,48,10000,190656,187160,180862,175476,168808
t3,51,49,10000,197720,194074,188214,182832,176176
t3,51,50,10000,205314,201338,195384,189956,183216
t3,51,51,10000,213872,208992,202842,197262,189882
t3,51,52,10000,222434,217792,211162,205066,197964
t3,51,53,10000,228414,224562,218248,212334,204834
t3,51,54,10000,238142,233236,226248,220398,212884
t3,51,55,10000,246798,241266,233902,228044,220202
t3,51,56,10000,255686,249754,242708,235870,228582
t3,51,57,10000,263194,258672,251398,244854,236890
t3,51,58,10000,272362,267306,259942,253834,245578
t3,51,59,10000,282576,277502,269714,262418,253880
t3,51,60,10000,291302,286314,278438,271616,262710
t3,51,61,10000,299636,295254,287068,279864,271628
t3,51,62,10000,312172,305430,297292,289892,281158
t3,51,63,10000,320478,315342,307296,300174,290394
t3,51,64,10000,330818,324846,316962,309252,300320
t3,51,65,10000,340860,334902,326678,319810,310238
t3,51,66,10000,352978,346888,337638,329198,319438
t3,51,67,10000,362306,356252,347570,339624,329902
t3,51,68,10000,374404,368422,359762,350716,340550
t3,51,69,10000,385114,378988,369872,361320,351026
t3,51,70,10000,396750,389498,380346,371864,361806
t3,51,71,10000,407432,402226,392302,383178,372654
t3,51,72,10000,420556,413868,403700,394518,383708
t3,51,73,10000,432882,425296,415592,406234,395506
t3,51,74,10000,443468,437436,427416,418224,407292
t3,51,75,10000,455836,449512,439892,430528,419466
t3,51,76,10000,469342,463730,452294,442222,430526
t3,51,77,10000,484346,476580,466154,455892,443824
t3,51,78,10000,493550,487658,478016,467866,455908
t3,51,79,10000,509768,501956,491148,480998,469028
t3,51,80,10000,522736,515210,504480,494326,480924
t3,51,81,10000,536760,528366,517424,507916,495552
t3,51,82,10000,550644,542968,531470,521294,508122
t3,51,83,10000,565938,557930,545936,534838,521560
t3,51,84,10000,580758,571832,560236,549522,535952
t3,51,85,10000,596748,588154,575200,564338,550640
t3,51,86,10000,610664,602368,589842,578154,564648
t3,51,87,10000,626034,617448,604348,593480,579508
t3,51,88,10000,642044,633870,620586,608614,594958
t3,51,89,10000,658578,649348,635636,623944,609332
t3,51,90,10000,674470,665492,651678,639212,624776
t3,51,91,10000,690290,682112,667550,655832,640822
t3,51,92,10000,706882,699746,684484,671650,656222
t3,51,93,10000,723426,714484,700820,688544,672470
t3,51,94,10000,741996,732482,718970,705318,689036
t3,51,95,10000,759770,749476,734460,721122,704662
t3,51,96,10000,776604,767030,752296,738988,723142
t3,51,97,10000,793914,783618,768900,756784,740316
t3,51,98,10000,811372,802384,788322,774190,757708
t3,51,99,10000,830020,820686,805838,791546,774780
t3,51,100,10000,849142,839452,824060,810514,793810
t3,51,101,10000,869780,859560,844698,829238,812114
t3,51,102,10000,889688,877104,861252,847238,829452
t3,51,103,10000,910788,899624,883194,867568,849446
t3,51,104,10000,927074,916114,901580,885986,868892
t3,51,105,10000,950408,939192,922496,906762,887548
t3,51,106,10000,967864,957890,940478,926308,907486
t3,51,107,10000,988450,978770,961882,946876,927996
t3,51,108,10000,1011984,1000766,982038,967652,947806
t3,51,109,10000,1036724,1023094,1004572,987180,967844
t3,51,110,10000,1055800,1043856,1025470,1009110,988764
t3,51,111,10000,1078370,1065462,1045606,1030538,1010408
t3,51,112,10000,1101672,1089928,1068564,1052338,1032714
t3,51,113,10000,1122154,1109562,1089646,1072594,1051980
t3,51,114,10000,1142186,1130624,1113874,1095660,1074902
t3,51,115,10000,1168588,1153582,1135580,1118976,1097634
t3,51,116,10000,1193032,1180082,1159806,1142400,1120844
t3,51,117,10000,1216348,1201236,1181924,1165156,1143778
t3,51,118,10000,1240416,1227466,1207340,1188234,1165310
t3,51,119,10000,1264124,1249390,1230136,1212344,1190012
t3,51,120,10000,1287434,1272972,1254462,1235410,1213178
t3,51,121,10000,1313684,1301266,1278470,1260342,1237084
t3,51,122,10000,1342866,1329276,1306526,1288086,1263704
t3,51,123,10000,1365372,1348692,1328798,1308946,1286154
t3,51,124,10000,1390318,1377200,1354994,1336006,1312378
t3,51,125,10000,1417254,1402578,1380428,1360424,1337646
t3,51,126,10000,1445398,1431344,1409176,1390340,1365536
t3,51,127,10000,1470502,1457098,1434282,1415040,1389566
t3,51,128,10000,1495636,1482966,1459954,1441094,1415472
t3,51,129,10000,1528160,1511456,1489010,1468856,1443848
t3,51,130,10000,1555192,1539652,1516014,1495906,1469700
t3,51,131,10000,1585104,1569210,1544970,1523444,1498300
t3,51,132,10000,1611728,1596796,1572146,1551710,1525494
t3,51,133,10000,1642656,1624944,1601322,1578324,1552058
t3,51,134,10000,1669932,1655404,1629694,1607758,1580582
t3,51,135,10000,1701698,1683976,1660302,1637330,1610734
t3,51,136,10000,1729386,1714672,1688920,1667478,1639998
t3,51,137,10000,1761132,1744996,1718550,1697044,1669446
t3,51,138,10000,1793264,1773888,1748570,1725362,1697410
t3,51,139,10000,1823684,1805802,1778996,1757008,1728866
t3,51,140,10000,1856330,1835836,1810090,1786432,1760112
t3,51,141,10000,1887100,1870530,1843542,1819990,1789476
t3,51,142,10000,1922786,1902554,1875766,1850738,1822152
t3,51,143,10000,1948396,1933278,1906938,1882730,1852220
t3,51,144,10000,1982242,1966590,1938558,1913680,1884464
t3,51,145,10000,2019768,2000890,1971918,1946626,1916108
t3,51,146,10000,2058652,2037998,2007104,1980554,1949178
t3,51,147,10000,2088166,2067482,2038792,2013058,1981930
t3,51,148,10000,2116726,2101146,2072534,2046952,2016258
t3,51,149,10000,2159902,2137070,2107944,2082596,2049272
t3,51,150,10000,2192212,2175504,2141892,2115078,2081476
t3,51,151,10000,2226512,2209090,2178682,2151048,2118258
t3,51,152,10000,2261272,2241562,2210282,2185220,2152478
t3,51,153,10000,2297810,2277608,2248778,2220524,2185630
t3,51,154,10000,2333062,2312614,2283276,2256550,2223320
t3,51,155,10000,2372324,2351282,2320908,2294600,2260796
t3,51,156,10000,2405332,2388456,2357160,2331308,2295438
t3,51,157,10000,2445326,2423920,2392508,2364966,2331496
t3,51,158,10000,2481266,2462516,2431228,2404762,2369118
t3,51,159,10000,2524988,2504272,2472520,2441940,2406394
t3,51,160,10000,2563284,2543520,2508738,2479986,2444582
t3,51,161,10000,2601968,2582010,2549162,2519588,2483612
t3,51,162,10000,2645558,2620838,2585612,2554940,2520950
t3,51,163,10000,2685420,2666594,2629960,2599506,2562910
t3,51,164,10000,2728554,2702140,2668282,2638680,2600458
t3,51,165,10000,2758102,2740382,2707934,2676586,2639598
t3,51,166,10000,2810110,2784760,2750838,2717890,2680638
t3,51,167,10000,2846386,2823822,2788948,2757050,2718920
t3,51,168,10000,2889008,2866052,2831954,2801786,2762978
t3,51,169,10000,2928724,2907748,2871014,2841030,2803304
t3,51,170,10000,2979994,2950972,2915790,2883766,2845536
t3,51,171,10000,3018978,2995618,2961020,2929726,2888498
t3,51,172,10000,3062174,3035698,3003230,2971708,2931022
t3,51,173,10000,3107302,3083834,3045570,3012898,2972738
t3,51,174,10000,3151876,3128232,3090952,3055648,3017242
t3,51,175,10000,3199134,3174044,3138040,3103222,3061574
t3,51,176,10000,3244390,3219582,3179896,3147406,3105842
t3,51,177,10000,3286736,3261262,3225578,3192456,3151092
t3,51,178,10000,3339250,3314364,3274580,3239038,3195944
t3,51,179,10000,3379896,3354978,3316150,3284294,3241980
t3,51,180,10000,3426168,3400436,3364122,3328316,3283412
t3,51,181,10000,3478502,3448962,3410414,3375364,3333256
t3,51,182,10000,3526102,3501384,3459510,3424652,3380182
t3,51,183,10000,3573034,3548812,3509042,3472154,3425882
t3,51,184,10000,3622706,3597778,3557372,3521300,3475928
t3,51,185,10000,3673312,3650666,3609176,3570134,3524690
t3,51,186,10000,3724062,3697954,3657058,3616702,3572272
t3,51,187,10000,3779400,3751828,3709330,3670060,3623570
t3,51,188,10000,3828758,3803632,3758656,3718598,3671882
t3,51,189,10000,3877232,3849462,3804186,3768752,3721756
t3,51,190,10000,3928530,3900882,3858326,3819034,3772548
t3,51,191,10000,3985870,3951500,3908318,3870310,3822954
t3,51,192,10000,4042040,4010782,3962474,3922974,3875838
t3,51,193,10000,4088960,4056214,4011972,3973358,3925012
t3,51,194,10000,4141430,4111448,4069856,4028484,3980922
t3,51,195,10000,4199226,4167154,4119526,4079788,4029450
t3,51,196,10000,4246538,4221720,4172012,4132690,4083624
t3,51,197,10000,4303604,4273854,4228596,4186920,4137798
t3,51,198,10000,4359098,4329294,4284532,4245238,4196644
t3,51,199,10000,4422098,4387848,4339382,4294822,4244744
t3,51,200,10000,4465116,4441236,4394432,4353032,4303652
t3,52,1,10000,2756,2652,2550,2256,1806
t3,52,2,10000,5004,4712,4212,3630,2972
t3,52,3,10000,6948,6418,5720,5124,4364
t3,52,4,10000,8630,8126,7392,6660,5774
t3,52,5,10000,10524,9904,8992,8210,7248
t3,52,6,10000,12522,11882,10840,9904,8778
t3,52,7,10000,14412,13748,12704,11650,10386
t3,52,8,10000,16482,15580,14362,13312,11980
t3,52,9,10000,18572,17668,16406,15232,13768
t3,52,10,10000,20574,19878,18478,17170,15606
t3,52,11,10000,23232,22086,20642,19260,17560
t3,52,12,10000,25646,24554,22930,21422,19590
t3,52,13,10000,28096,26878,25198,23644,21784
t3,52,14,10000,30408,29184,27414,25820,23882
t3,52,15,10000,33368,31928,30100,28374,26316
t3,52,16,10000,36586,35202,32904,30932,28788
t3,52,17,10000,39144,37642,35506,33534,31220
t3,52,18,10000,42628,41046,38446,36426,33968
t3,52,19,10000,45188,43634,41224,39172,36634
t3,52,20,10000,48466,46854,44280,42082,39418
t3,52,21,10000,52200,50356,47638,45458,42554
t3,52,22,10000,55178,53430,50980,48576,45710
t3,52,23,10000,58758,56976,54328,51946,48946
t3,52,24,10000,62904,61032,58116,55590,52264
t3,52,25,10000,66782,64642,61492,58908,55588
t3,52,26,10000,70856,68616,65374,62742,59280
t3,52,27,10000,74094,72138,69090,66326,62954
t3,52,28,10000,78380,76342,73180,70154,66394
t3,52,29,10000,83618,81178,77660,74510,70632
t3,52,30,10000,88010,85628,81828,78546,74626
t3,52,31,10000,92498,89938,86292,82922,78830
t3,52,32,10000,98040,95160,90848,87310,83180
t3,52,33,10000,102040,99650,95720,91958,87668
t3,52,34,10000,107346,104752,100540,96888,92476
t3,52,35,10000,112294,109504,105436,101862,97424
t3,52,36,10000,117492,114996,110566,106522,102002
t3,52,37,10000,123682,120768,116018,111782,107088
t3,52,38,10000,129394,126394,121648,117280,111968
t3,52,39,10000,134982,132264,127506,123106,118042
t3,52,40,10000,140954,137590,132882,128674,123190
t3,52,41,10000,147470,143624,138766,133950,128502
t3,52,42,10000,153876,149960,144694,139842,134440
t3,52,43,10000,159658,156454,151160,146632,140800
t3,52,44,10000,166672,163066,157396,152052,146396
t3,52,45,10000,173158,169558,164228,158822,153024
t3,52,46,10000,180418,176158,170656,165584,159576
t3,52,47,10000,187734,183992,177848,172290,165928
t3,52,48,10000,194634,190804,184778,179308,172562
t3,52,49,10000,202046,197976,192198,186472,179544
t3,52,50,10000,209842,205066,199234,193818,186476
t3,52,51,10000,218462,213702,206296,200878,193592
t3,52,52,10000,225196,220786,214452,208764,201562
t3,52,53,10000,233682,229186,222434,216174,208992
t3,52,54,10000,243626,238506,230688,224652,217204
t3,52,55,10000,251556,246464,239326,232628,225008
t3,52,56,10000,259012,254492,247724,241224,233054
t3,52,57,10000,267192,262254,255158,248918,241030
t3,52,58,10000,277438,272446,264986,257796,249496
t3,52,59,10000,286190,281870,273692,267350,258692
t3,52,60,10000,294306,290170,283424,276238,267330
t3,52,61,10000,306666,301414,292602,285584,277068
t3,52,62,10000,317760,310858,302774,295418,286400
t3,52,63,10000,327034,321144,312416,305174,295740
t3,52,64,10000,338286,331718,322904,314606,305366
t3,52,65,10000,347670,341268,332080,324044,314894
t3,52,66,10000,357718,352662,343560,335336,325476
t3,52,67,10000,370580,363410,354414,346614,336222
t3,52,68,10000,380868,374688,365430,356468,346148
t3,52,69,10000,391210,385444,375840,367130,356790
t3,52,70,10000,402860,396928,387734,378652,368144
t3,52,71,10000,414896,408412,398606,389852,378828
t3,52,72,10000,425542,419526,409966,401146,390042
t3,52,73,10000,438316,431720,422438,413076,401920
t3,52,74,10000,450088,443092,433794,425048,413674
t3,52,75,10000,463122,455692,445474,436716,425252
t3,52,76,10000,477634,470208,460440,450720,438644
t3,52,77,10000,489930,482726,472092,462072,450122
t3,52,78,10000,505266,496544,486032,475918,463776
t3,52,79,10000,517250,509984,499072,488682,476148
t3,52,80,10000,532462,524912,512446,502184,489434
t3,52,81,10000,548044,539926,527186,515954,503054
t3,52,82,10000,559228,551492,540062,529442,515828
t3,52,83,10000,573770,565458,554268,542918,529780
t3,52,84,10000,588952,580682,568328,557570,544192
t3,52,85,10000,605616,597732,584910,573422,559082
t3,52,86,10000,621342,611844,599720,588120,573960
t3,52,87,10000,636036,627834,614484,602246,588144
t3,52,88,10000,652246,643638,630316,617532,602148
t3,52,89,10000,668108,659132,644962,632572,617676
t3,52,90,10000,683868,675244,661104,648996,633938
t3,52,91,10000,701040,692592,677680,665146,649900
t3,52,92,10000,716966,707950,694780,681444,666148
t3,52,93,10000,736146,725918,712544,698822,682668
t3,52,94,10000,751878,743082,728636,715592,699570
t3,52,95,10000,768822,759084,745690,732174,716022
t3,52,96,10000,790446,779546,763824,750120,732960
t3,52,97,10000,807008,796002,780246,765850,750614
t3,52,98,10000,823810,813660,797864,784884,767884
t3,52,99,10000,844004,832918,816618,802278,785436
t3,52,100,10000,863700,851734,835726,821414,804046
t3,52,101,10000,882652,871878,855974,842996,824254
t3,52,102,10000,903428,891318,875310,860050,841644
t3,52,103,10000,921656,911358,895186,878944,860108
t3,52,104,10000,941840,930192,913796,898962,879800
t3,52,105,10000,965482,950396,933450,917696,900204
